From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Keyword ID	Keywords	Gene Names (ORF)	Gene Names (primary)	Organism (ID)	Proteomes	Virus hosts	Taxonomic lineage	Taxonomic lineage (Ids)	3D	Helix	Turn	Beta strand	Motif	Zinc finger	Protein families
YP_081557.1	F5HFA5	reviewed	UL117_HCMVM	Protein UL117 (pUL117)	UL117	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	425	regulation of transcription, DNA-templated [GO:0006355]	host cell nucleus [GO:0042025]; regulation of transcription, DNA-templated [GO:0006355]	GO:0006355; GO:0042025		host cell nucleus [GO:0042025]	KW-0024; KW-1048; KW-1185	Alternative initiation;Host nucleus;Reference proteome		UL117	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							Herpesviridae U84 family
YP_081558.1	A8T7K1	unreviewed	A8T7K1_HCMV	Membrane glycoprotein UL119 (UL119)	UL119 HHV5wtgp104	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	345		integral component of membrane [GO:0016021]	GO:0016021		integral component of membrane [GO:0016021]	KW-0472; KW-0812; KW-1133	Membrane;Transmembrane;Transmembrane helix	HHV5wtgp104	UL119	10359	UP000113415: Genome; UP000143167: Genome; UP000151533: Genome; UP000164301: Genome; UP000180881: Genome; UP000180981: Genome; UP000181190: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081558.1	F5HC14	reviewed	UL119_HCMVM	Viral Fc-gamma receptor-like protein UL119 (gp68)	UL119/UL118	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	345	modulation by virus of host immune response [GO:0075528]	integral component of membrane [GO:0016021]; virion membrane [GO:0055036]; modulation by virus of host immune response [GO:0075528]	GO:0016021; GO:0055036; GO:0075528		integral component of membrane [GO:0016021]; virion membrane [GO:0055036]	KW-0325; KW-0945; KW-0393; KW-0472; KW-1124; KW-1185; KW-0732; KW-0812; KW-1133; KW-0899; KW-0946	Glycoprotein;Host-virus interaction;Immunoglobulin domain;Membrane;Modulation of host immunity by viral IgG Fc receptor-like protein;Reference proteome;Signal;Transmembrane;Transmembrane helix;Viral immunoevasion;Virion		UL119/UL118	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081559.1	F5HH05	unreviewed	F5HH05_HCMV	Membrane protein UL120	UL120	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	201		integral component of membrane [GO:0016021]	GO:0016021		integral component of membrane [GO:0016021]	KW-0472; KW-0812; KW-1133	Membrane;Transmembrane;Transmembrane helix		UL120	10359	UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081559.1	Q6SW31	reviewed	UL120_HCMVM	Membrane protein UL120	UL120	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	201		host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]	GO:0016021; GO:0033644		host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]	KW-0325; KW-1043; KW-0472; KW-1185; KW-0732; KW-0812; KW-1133	Glycoprotein;Host membrane;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix		UL120	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							HHV-5 UL120 protein family
YP_081560.1	D2IG92	unreviewed	D2IG92_HCMV	Membrane protein UL121	UL121	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	180		integral component of membrane [GO:0016021]	GO:0016021		integral component of membrane [GO:0016021]	KW-0472; KW-0812; KW-1133	Membrane;Transmembrane;Transmembrane helix		UL121	10359	UP000098826: Genome; UP000138856: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081560.1	F5HD27	reviewed	UL121_HCMVM	Membrane protein UL121	UL121	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	180		host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]	GO:0016021; GO:0033644		host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]	KW-1043; KW-0472; KW-1185; KW-0732; KW-0812; KW-1133	Host membrane;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix		UL121	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							HHV-5 UL121 protein family
YP_081561.1	F5HE22	unreviewed	F5HE22_HCMV	Regulatory protein IE2	UL122	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	580	DNA-templated viral transcription [GO:0039695]; modulation by virus of host cell cycle [GO:0060153]; regulation of transcription, DNA-templated [GO:0006355]	DNA-templated viral transcription [GO:0039695]; modulation by virus of host cell cycle [GO:0060153]; regulation of transcription, DNA-templated [GO:0006355]	GO:0006355; GO:0039695; GO:0060153			KW-0010; KW-0244; KW-1048; KW-0945; KW-1017; KW-1121	Activator;Early protein;Host nucleus;Host-virus interaction;Isopeptide bond;Modulation of host cell cycle by virus		UL122	10359	UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081561.1	Q6SW29	reviewed	VIE2_HCMVM	Viral transcription factor IE2 (IE2) (Protein UL122)	UL122	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	580	DNA-templated viral transcription [GO:0039695]; modulation by virus of host G0/G1 transition checkpoint [GO:0039646]; modulation by virus of host G1/S transition checkpoint [GO:0039645]; regulation of transcription, DNA-templated [GO:0006355]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; DNA-templated viral transcription [GO:0039695]; modulation by virus of host G0/G1 transition checkpoint [GO:0039646]; modulation by virus of host G1/S transition checkpoint [GO:0039645]; regulation of transcription, DNA-templated [GO:0006355]	GO:0003677; GO:0006355; GO:0039645; GO:0039646; GO:0039695; GO:0042025; GO:0046872	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	host cell nucleus [GO:0042025]	KW-0010; KW-0238; KW-0244; KW-1077; KW-1078; KW-1048; KW-0945; KW-1017; KW-0479; KW-1121; KW-1185; KW-0804; KW-0805; KW-0832	Activator;DNA-binding;Early protein;G0/G1 host cell cycle checkpoint dysregulation by virus;G1/S host cell cycle checkpoint dysregulation by virus;Host nucleus;Host-virus interaction;Isopeptide bond;Metal-binding;Modulation of host cell cycle by virus;Reference proteome;Transcription;Transcription regulation;Ubl conjugation		UL122	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							HHV-5 IE2 protein family
YP_081562.1	D2K3S2	unreviewed	D2K3S2_HCMV	Regulatory protein IE1	UL123	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	491	DNA-templated viral transcription [GO:0039695]; modulation by virus of host cell cycle [GO:0060153]	host cell nucleus [GO:0042025]; DNA-templated viral transcription [GO:0039695]; modulation by virus of host cell cycle [GO:0060153]	GO:0039695; GO:0042025; GO:0060153		host cell nucleus [GO:0042025]	KW-0010; KW-0244; KW-1048; KW-0945; KW-1017; KW-1121	Activator;Early protein;Host nucleus;Host-virus interaction;Isopeptide bond;Modulation of host cell cycle by virus		UL123	10359	UP000114775: Genome; UP000132954: Genome; UP000158322: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081562.1	F5HCM1	reviewed	VIE1_HCMVM	Immediate early protein IE1 (IE1) (55 kDa immediate-early protein 1) (IE1p72) (IE72)	UL123	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	491	DNA-templated viral transcription [GO:0039695]; modulation by virus of host G1/S transition checkpoint [GO:0039645]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]	host cell nucleus [GO:0042025]; DNA-templated viral transcription [GO:0039695]; modulation by virus of host G1/S transition checkpoint [GO:0039645]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]	GO:0039502; GO:0039645; GO:0039695; GO:0042025		host cell nucleus [GO:0042025]	KW-0010; KW-0244; KW-1078; KW-1048; KW-0945; KW-1090; KW-1114; KW-1017; KW-1121; KW-1185; KW-0832; KW-0899	Activator;Early protein;G1/S host cell cycle checkpoint dysregulation by virus;Host nucleus;Host-virus interaction;Inhibition of host innate immune response by virus;Inhibition of host interferon signaling pathway by virus;Isopeptide bond;Modulation of host cell cycle by virus;Reference proteome;Ubl conjugation;Viral immunoevasion		UL123	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							HHV-5 IE1 protein family
YP_081563.1	Q6SWV1	unreviewed	Q6SWV1_HCMV	Membrane protein UL124	UL124	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	150		integral component of membrane [GO:0016021]	GO:0016021		integral component of membrane [GO:0016021]	KW-0472; KW-0812; KW-1133	Membrane;Transmembrane;Transmembrane helix		UL124	10359	UP000114775: Genome; UP000116855: Genome; UP000132954: Genome; UP000138208: Genome; UP000146679: Genome; UP000158322: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081563.1	F5HHS3	reviewed	UL124_HCMVM	Uncharacterized protein UL124	UL124	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	150		host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]	GO:0016021; GO:0033644		host cell membrane [GO:0033644]; integral component of membrane [GO:0016021]	KW-1043; KW-0472; KW-1185; KW-0732; KW-0812; KW-1133	Host membrane;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix		UL124	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							HHV-5 UL124 protein family
YP_081565.1	C8CFF6	unreviewed	C8CFF6_HCMV	Envelope glycoprotein UL130	UL130	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	214		viral envelope [GO:0019031]	GO:0019031		viral envelope [GO:0019031]	KW-0261; KW-0946	Viral envelope protein;Virion		UL130	10359	UP000100992: Genome; UP000114775: Genome; UP000137816: Genome; UP000143944: Genome; UP000146679: Genome; UP000158322: Genome; UP000174029: Genome; UP000174628: Genome; UP000175388: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081565.1	F5HCP3	reviewed	UL130_HCMVM	Envelope glycoprotein UL130	UL130	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	214	entry receptor-mediated virion attachment to host cell [GO:0098670]; viral entry into host cell [GO:0046718]	membrane [GO:0016020]; viral envelope [GO:0019031]; virion membrane [GO:0055036]; entry receptor-mediated virion attachment to host cell [GO:0098670]; viral entry into host cell [GO:0046718]	GO:0016020; GO:0019031; GO:0046718; GO:0055036; GO:0098670		membrane [GO:0016020]; viral envelope [GO:0019031]; virion membrane [GO:0055036]	KW-0002; KW-0945; KW-0472; KW-1185; KW-0732; KW-1161; KW-1234; KW-0946; KW-1160	3D-structure;Host-virus interaction;Membrane;Reference proteome;Signal;Viral attachment to host cell;Viral attachment to host entry receptor;Virion;Virus entry into host cell		UL130	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)	X-ray crystallography (3)	HELIX 49..53; /evidence="ECO:0007829|PDB:5VOB"; HELIX 54..56; /evidence="ECO:0007829|PDB:5VOB"; HELIX 68..70; /evidence="ECO:0007829|PDB:5VOB"; HELIX 81..83; /evidence="ECO:0007829|PDB:5VOB"; HELIX 105..117; /evidence="ECO:0007829|PDB:5VOB"; HELIX 120..130; /evidence="ECO:0007829|PDB:5VOB"; HELIX 141..150; /evidence="ECO:0007829|PDB:5VOB"		STRAND 71..78; /evidence="ECO:0007829|PDB:5VOB"; STRAND 87..93; /evidence="ECO:0007829|PDB:5VOB"; STRAND 98..102; /evidence="ECO:0007829|PDB:5VOB"; STRAND 153..165; /evidence="ECO:0007829|PDB:5VOB"; STRAND 168..182; /evidence="ECO:0007829|PDB:5VOB"; STRAND 188..198; /evidence="ECO:0007829|PDB:5VOB"; STRAND 206..208; /evidence="ECO:0007829|PDB:5VOB"			HHV-5 UL130 protein family
YP_081566.1	Q8AZ45	unreviewed	Q8AZ45_HCMV	Envelope protein UL131A (Protein UL131A) (UL131A)	UL131A HHV5wtgp112	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	129		viral envelope [GO:0019031]	GO:0019031		viral envelope [GO:0019031]	KW-0002; KW-1185; KW-0261; KW-0946	3D-structure;Reference proteome;Viral envelope protein;Virion	HHV5wtgp112	UL131A	10359	UP000096064: Genome; UP000096788: Genome; UP000098826: Genome; UP000099255: Genome; UP000099866: Genome; UP000100228: Genome; UP000101207: Genome; UP000103048: Genome; UP000104321: Genome; UP000105582: Genome; UP000105751: Genome; UP000106410: Genome; UP000109830: Genome; UP000110038: Genome; UP000112015: Genome; UP000112299: Genome; UP000112363: Genome; UP000113415: Genome; UP000113744: Genome; UP000114314: Genome; UP000114775: Genome; UP000115049: Genome; UP000115907: Genome; UP000116855: Genome; UP000117656: Genome; UP000118997: Genome; UP000119195: Genome; UP000120041: Genome; UP000122484: Genome; UP000122942: Genome; UP000123553: Genome; UP000125285: Genome; UP000126214: Genome; UP000126723: Genome; UP000126900: Genome; UP000128393: Genome; UP000129533: Genome; UP000129715: Genome; UP000130310: Genome; UP000130765: Genome; UP000132954: Genome; UP000134371: Genome; UP000135152: Genome; UP000137409: Genome; UP000137631: Genome; UP000137729: Genome; UP000138208: Genome; UP000138836: Genome; UP000138856: Genome; UP000139167: Genome; UP000139224: Genome; UP000139295: Genome; UP000139414: Genome; UP000139920: Genome; UP000140791: Genome; UP000142544: Genome; UP000143167: Genome; UP000143697: Genome; UP000143944: Genome; UP000144308: Genome; UP000145367: Genome; UP000146391: Genome; UP000148071: Genome; UP000148714: Genome; UP000151533: Genome; UP000151591: Genome; UP000152877: Genome; UP000153014: Genome; UP000153196: Genome; UP000153602: Genome; UP000153914: Genome; UP000154402: Genome; UP000156497: Genome; UP000157654: Genome; UP000158093: Genome; UP000158117: Genome; UP000158322: Genome; UP000158879: Genome; UP000158960: Genome; UP000159249: Genome; UP000161201: Genome; UP000162941: Genome; UP000164042: Genome; UP000164301: Genome; UP000164529: Genome; UP000164574: Genome; UP000165829: Genome; UP000166367: Genome; UP000167502: Genome; UP000169234: Genome; UP000169355: Genome; UP000169397: Genome; UP000171207: Genome; UP000172109: Genome; UP000172903: Genome; UP000174086: Genome; UP000174212: Genome; UP000174492: Genome; UP000174628: Genome; UP000180746: Genome; UP000180881: Genome; UP000180981: Genome; UP000181190: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)	Electron microscopy (3)						
YP_081566.1	Q6SWP3	unreviewed	Q6SWP3_HCMVT	Envelope protein UL131A	UL131A	Human cytomegalovirus (strain Towne) (HHV-5) (Human herpesvirus 5)	129		viral envelope [GO:0019031]	GO:0019031		viral envelope [GO:0019031]	KW-0261; KW-0946	Viral envelope protein;Virion		UL131A	10363	UP000006907: Genome; UP000149703: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081566.1	F5HET4	reviewed	U131A_HCMVM	Protein UL131A	UL131A	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	129	entry receptor-mediated virion attachment to host cell [GO:0098670]; viral entry into host cell [GO:0046718]	membrane [GO:0016020]; viral envelope [GO:0019031]; virion membrane [GO:0055036]; entry receptor-mediated virion attachment to host cell [GO:0098670]; viral entry into host cell [GO:0046718]	GO:0016020; GO:0019031; GO:0046718; GO:0055036; GO:0098670		membrane [GO:0016020]; viral envelope [GO:0019031]; virion membrane [GO:0055036]	KW-0002; KW-0945; KW-0472; KW-1185; KW-0732; KW-1161; KW-1234; KW-0261; KW-0946; KW-1160	3D-structure;Host-virus interaction;Membrane;Reference proteome;Signal;Viral attachment to host cell;Viral attachment to host entry receptor;Viral envelope protein;Virion;Virus entry into host cell		UL131A	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)	Electron microscopy (3); X-ray crystallography (3)	HELIX 22..25; /evidence="ECO:0007829|PDB:5VOB"; HELIX 36..40; /evidence="ECO:0007829|PDB:5VOB"; HELIX 46..68; /evidence="ECO:0007829|PDB:5VOB"; HELIX 74..78; /evidence="ECO:0007829|PDB:5VOB"; HELIX 82..94; /evidence="ECO:0007829|PDB:5VOB"		STRAND 106..113; /evidence="ECO:0007829|PDB:5VOB"; STRAND 115..126; /evidence="ECO:0007829|PDB:5VOB"			
YP_081567.1	D2K3S7	unreviewed	D2K3S7_HCMV	Envelope glycoprotein UL132	UL132	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	270		integral component of membrane [GO:0016021]; viral envelope [GO:0019031]	GO:0016021; GO:0019031		integral component of membrane [GO:0016021]; viral envelope [GO:0019031]	KW-0472; KW-0812; KW-1133; KW-0261; KW-0946	Membrane;Transmembrane;Transmembrane helix;Viral envelope protein;Virion		UL132	10359	UP000114775: Genome; UP000158322: Genome; UP000174029: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
YP_081567.1	F5HGU6	reviewed	UL132_HCMVM	Envelope glycoprotein UL132	UL132	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	270		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; viral envelope [GO:0019031]; virion membrane [GO:0055036]	GO:0005886; GO:0016021; GO:0019031; GO:0055036		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; viral envelope [GO:0019031]; virion membrane [GO:0055036]	KW-0472; KW-1185; KW-0732; KW-0812; KW-1133; KW-0261; KW-0946	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Viral envelope protein;Virion		UL132	295027	UP000000938: Genome	Homo sapiens (Human) [TaxID: 9606]	Human cytomegalovirus (species), Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10359 (species), 10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							HHV-5 UL132 family
YP_081568.1	D2IG40	unreviewed	D2IG40_HCMV	Membrane protein UL148	UL148	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	316		integral component of membrane [GO:0016021]	GO:0016021		integral component of membrane [GO:0016021]	KW-0472; KW-0812; KW-1133	Membrane;Transmembrane;Transmembrane helix		UL148	10359	UP000114775: Genome; UP000158322: Genome; UP000174029: Genome; UP000180881: Genome; UP000180981: Genome; UP000181191: Genome; UP000181426: Genome; UP000181462: Genome; UP000181469: Genome	Homo sapiens (Human) [TaxID: 9606]	Cytomegalovirus (genus), Betaherpesvirinae (subfamily), Herpesviridae (family), Herpesvirales (order), Herviviricetes (class), Peploviricota (phylum), Heunggongvirae (kingdom), Duplodnaviria (no rank), Viruses (superkingdom)	10358 (genus), 10357 (subfamily), 10292 (family), 548681 (order), 2731363 (class), 2731361 (phylum), 2731360 (kingdom), 2731341 (no rank), 10239 (superkingdom)							
