name,virus,protein,new_name,Length,GRAVY,Aliphatic Index,Instability Index,Stability,Molecular Weight,Aromaticity,Isoelectric Point,Charge at pH 7,protein_classification,Host_type,infection_type,Virus_Family
rsv_fusion_protein_step4_consensus,rsv,fusion protein,rsv_fusion_protein_step4_consensus,574,-0.01,100.99,41.82,Unstable,63304.4,0.07,9.06,15.63,Surface,Human,Acute,Paramyxoviridae
rsv_large_protein_step4_consensus,rsv,large protein,rsv_large_protein_step4_consensus,2165,-0.19,101.56,35.88,Stable,250313.78,0.1,8.96,47.82,Non_surface,Human,Acute,Paramyxoviridae
rsv_matrix_protein_2-1_step4_consensus,rsv,matrix protein 2-1,rsv_matrix_protein_2-1_step4_consensus,194,-0.65,85.41,48.45,Unstable,22123.94,0.05,9.13,6.09,Non_surface,Human,Acute,Paramyxoviridae
rsv_matrix_protein_2-2_step4_consensus,rsv,matrix protein 2-2,rsv_matrix_protein_2-2_step4_consensus,88,-0.33,96.36,36.5,Stable,10316.63,0.1,5.26,-3.26,Non_surface,Human,Acute,Paramyxoviridae
rsv_nonstructural_protein_1_step4_consensus,rsv,nonstructural protein 1,rsv_nonstructural_protein_1_step4_consensus,139,0.05,103.02,20.97,Stable,15557.88,0.06,5.47,-3.27,Non_surface,Human,Acute,Paramyxoviridae
rsv_nonstructural_protein_2_step4_consensus,rsv,nonstructural protein 2,rsv_nonstructural_protein_2_step4_consensus,124,-0.36,86.45,25.71,Stable,14688.96,0.11,8.83,3.01,Non_surface,Human,Acute,Paramyxoviridae
rsv_nucleoprotein_step4_consensus,rsv,nucleoprotein,rsv_nucleoprotein_step4_consensus,391,-0.21,94.3,37.26,Stable,43448.43,0.08,6.84,-0.52,Non_surface,Human,Acute,Paramyxoviridae
rsv_phosphoprotein_step4_consensus,rsv,phosphoprotein,rsv_phosphoprotein_step4_consensus,241,-0.88,71.24,39.75,Stable,27173.65,0.05,4.52,-21.24,Non_surface,Human,Acute,Paramyxoviridae
rsv_small_hydrophobic_protein_step4_consensus,rsv,small hydrophobic protein,rsv_small_hydrophobic_protein_step4_consensus,64,0.59,121.88,35.54,Stable,7535.91,0.12,7.94,0.67,Non_surface,Human,Acute,Paramyxoviridae
TBEV_core_protein_step5_consensus,TBEV,core protein,TBEV_core_protein_step5_consensus,111,-0.13,95.77,65.35,Unstable,12257.71,0.05,12,21.87,Non_surface,Mammal,Acute,Flaviviridae
TBEV_envelope_protein_E_step5_consensus,TBEV,envelope protein E,TBEV_envelope_protein_E_step5_consensus,496,-0.12,83.31,22.58,Stable,53668.94,0.07,8.17,4.05,Surface,Mammal,Acute,Flaviviridae
TBEV_matrix_protein_M_step5_consensus,TBEV,matrix protein M,TBEV_matrix_protein_M_step5_consensus,75,0.69,138.8,34.2,Stable,8211.63,0.07,9.1,1.72,Non_surface,Mammal,Acute,Flaviviridae
TBEV_non-structural_protein_NS1_step5_consensus,TBEV,non-structural protein NS1,TBEV_non-structural_protein_NS1_step5_consensus,352,-0.32,73.86,41.98,Unstable,39216.19,0.09,5.59,-5.85,Non_surface,Mammal,Acute,Flaviviridae
TBEV_non-structural_protein_NS2a_step5_consensus,TBEV,non-structural protein NS2a,TBEV_non-structural_protein_NS2a_step5_consensus,230,0.77,134.3,35.17,Stable,24978.49,0.08,8.71,2.13,Non_surface,Mammal,Acute,Flaviviridae
TBEV_non-structural_protein_NS2b_step5_consensus,TBEV,non-structural protein NS2b,TBEV_non-structural_protein_NS2b_step5_consensus,131,0.39,104.2,38.79,Stable,14521.9,0.08,5.76,-3.18,Non_surface,Mammal,Acute,Flaviviridae
TBEV_non-structural_protein_NS3_step5_consensus,TBEV,non-structural protein NS3,TBEV_non-structural_protein_NS3_step5_consensus,621,-0.51,75.96,34.75,Stable,69109.05,0.08,7.27,0.99,Non_surface,Mammal,Acute,Flaviviridae
TBEV_non-structural_protein_NS4a_step5_consensus,TBEV,non-structural protein NS4a,TBEV_non-structural_protein_NS4a_step5_consensus,149,0.69,113.89,43.84,Unstable,16095.93,0.08,5.59,-2.38,Non_surface,Mammal,Acute,Flaviviridae
TBEV_non-structural_protein_NS4b_step5_consensus,TBEV,non-structural protein NS4b,TBEV_non-structural_protein_NS4b_step5_consensus,252,0.38,104.84,38.04,Stable,26956.04,0.08,7.15,0.21,Non_surface,Mammal,Acute,Flaviviridae
TBEV_non-structural_protein_NS5_step5_consensus,TBEV,non-structural protein NS5,TBEV_non-structural_protein_NS5_step5_consensus,903,-0.48,75.47,34.51,Stable,102988.42,0.09,8.55,9.78,Non_surface,Mammal,Acute,Flaviviridae
TBEV_pre_protein_step5_consensus,TBEV,pre protein,TBEV_pre_protein_step5_consensus,93,-0.47,70.11,24.12,Stable,10240.28,0.05,4.65,-5.3,Non_surface,Mammal,Acute,Flaviviridae
Tobacco_coat_protein_step5_consensus,Tobacco,coat protein,Tobacco_coat_protein_step5_consensus,159,-0.17,85.22,34.48,Stable,17609.48,0.09,5.09,-2.49,Surface,Plant,Acute,Virgaviridae
Tobacco_movement_protein_step5_consensus,Tobacco,movement protein,Tobacco_movement_protein_step5_consensus,268,-0.21,87.13,35.84,Stable,30005.49,0.07,8.9,5.56,Non_surface,Plant,Acute,Virgaviridae
Tobacco_replication_protein_step5_consensus,Tobacco,replication protein,Tobacco_replication_protein_step5_consensus,1116,-0.17,89.77,41.07,Unstable,126056.79,0.09,6.41,-6.91,Non_surface,Plant,Acute,Virgaviridae
VEEV_6K_step5_consensus,VEEV,6K,VEEV_6K_step5_consensus,56,0.83,125.36,21.34,Stable,6135.21,0.09,6.02,-1.02,Non_surface, Mosquito,Acute,Togaviridae
VEEV_capsid_step5_consensus,VEEV,capsid,VEEV_capsid_step5_consensus,275,-0.97,50,39.24,Stable,30987.51,0.09,10.11,28.83,Non_surface, Mosquito,Acute,Togaviridae
VEEV_E1_step5_consensus,VEEV,E1,VEEV_E1_step5_consensus,442,-0.08,76.18,33.16,Stable,47906.78,0.1,6.28,-4.15,Surface, Mosquito,Acute,Togaviridae
VEEV_E2_step5_consensus,VEEV,E2,VEEV_E2_step5_consensus,423,-0.3,73.1,45.84,Unstable,46858.06,0.08,8.45,7.16,Surface, Mosquito,Acute,Togaviridae
VEEV_E3_step5_consensus,VEEV,E3,VEEV_E3_step5_consensus,55,0.08,90.36,37,Stable,6010.93,0.05,4.58,-3.48,Surface, Mosquito,Acute,Togaviridae
VEEV_nsp1_step5_consensus,VEEV,nsp1,VEEV_nsp1_step5_consensus,535,-0.45,78.95,46.59,Unstable,60665.56,0.08,6.31,-4.35,Non_surface, Mosquito,Acute,Togaviridae
VEEV_nsp2_step5_consensus,VEEV,nsp2,VEEV_nsp2_step5_consensus,794,-0.33,85.29,36.17,Stable,89114.15,0.08,8.98,20.19,Non_surface, Mosquito,Acute,Togaviridae
VEEV_nsp3_step5_consensus,VEEV,nsp3,VEEV_nsp3_step5_consensus,330,-0.27,83.97,44.07,Unstable,36023.76,0.06,7.7,1.45,Non_surface, Mosquito,Acute,Togaviridae
VEEV_nsp4_step5_consensus,VEEV,nsp4,VEEV_nsp4_step5_consensus,607,-0.12,91.78,45.28,Unstable,67792.57,0.07,7.25,0.77,Non_surface, Mosquito,Acute,Togaviridae
wnv_2K_protein_step5_consensus,wnv,2K protein,wnv_2K_protein_step5_consensus,27,0.54,115.56,35.14,Stable,2936.41,0.04,6.16,-0.17,Non_surface,Avian,Acute,Flaviviridae
wnv_anchored_capsid_protein_step5_consensus,wnv,anchored capsid protein,wnv_anchored_capsid_protein_step5_consensus,123,0.03,99.19,37.65,Stable,13314.99,0.05,12,22.58,Non_surface,Avian,Acute,Flaviviridae
wnv_envelope_protein_step5_consensus,wnv,envelope protein,wnv_envelope_protein_step5_consensus,501,0.05,84.07,24.1,Stable,53591.69,0.09,7.66,1.82,Surface,Avian,Acute,Flaviviridae
wnv_membrane_protein_step5_consensus,wnv,membrane protein,wnv_membrane_protein_step5_consensus,75,0.35,107.87,36.64,Stable,8225.56,0.09,9.87,3.55,Non_surface,Avian,Acute,Flaviviridae
wnv_nonstructural_protein_1_step5_consensus,wnv,nonstructural protein 1,wnv_nonstructural_protein_1_step5_consensus,352,-0.58,73.1,45.87,Unstable,39749.36,0.08,5.73,-6.59,Non_surface,Avian,Acute,Flaviviridae
wnv_nonstructural_protein_2A_step5_consensus,wnv,nonstructural protein 2A,wnv_nonstructural_protein_2A_step5_consensus,220,-0.47,58.59,58.86,Unstable,25828.37,0.13,8.85,8.07,Non_surface,Avian,Acute,Flaviviridae
wnv_nonstructural_protein_2B_step5_consensus,wnv,nonstructural protein 2B,wnv_nonstructural_protein_2B_step5_consensus,131,0.37,96.11,28.53,Stable,14466.65,0.11,4.22,-8.23,Non_surface,Avian,Acute,Flaviviridae
wnv_nonstructural_protein_3_step5_consensus,wnv,nonstructural protein 3,wnv_nonstructural_protein_3_step5_consensus,619,-0.46,76.56,31.42,Stable,68994.56,0.08,7.32,0.94,Non_surface,Avian,Acute,Flaviviridae
wnv_nonstructural_protein_4A_step5_consensus,wnv,nonstructural protein 4A,wnv_nonstructural_protein_4A_step5_consensus,122,0.81,123.93,31.19,Stable,13143.86,0.07,6.06,-1.36,Non_surface,Avian,Acute,Flaviviridae
wnv_nonstructural_protein_4B_step5_consensus,wnv,nonstructural protein 4B,wnv_nonstructural_protein_4B_step5_consensus,255,0.43,109.02,30.82,Stable,27588.05,0.07,8.93,4,Non_surface,Avian,Acute,Flaviviridae
wnv_nonstructural_protein_5_step5_consensus,wnv,nonstructural protein 5,wnv_nonstructural_protein_5_step5_consensus,905,-0.58,72.87,36.25,Stable,103681.9,0.09,8.63,10.54,Non_surface,Avian,Acute,Flaviviridae
wnv_pre-membrane_protein_step5_consensus,wnv,pre-membrane protein,wnv_pre-membrane_protein_step5_consensus,92,-0.22,71.96,46.98,Unstable,10257.68,0.07,8.29,1.77,Non_surface,Avian,Acute,Flaviviridae
YFV_2K_protein_step4_consensus,YFV,2K protein,YFV_2K_protein_step4_consensus,23,1.48,186.52,16.07,Stable,2428.86,0.04,4.05,-1.6,Non_surface, Mosquito,Acute,Flaviviridae
YFV_anchored_core_protein_C_step4_consensus,YFV,anchored core protein C,YFV_anchored_core_protein_C_step4_consensus,121,-0.08,98.93,49.72,Unstable,13522.23,0.06,12,24.58,Non_surface, Mosquito,Acute,Flaviviridae
YFV_core_protein_C_step4_consensus,YFV,core protein C,YFV_core_protein_C_step4_consensus,101,-0.41,86.73,45.13,Unstable,11432.67,0.06,12,25.58,Non_surface, Mosquito,Acute,Flaviviridae
YFV_envelope_protein_step4_consensus,YFV,envelope protein,YFV_envelope_protein_step4_consensus,493,-0.04,82.45,20.43,Stable,53220.41,0.08,6.21,-4.22,Surface, Mosquito,Acute,Flaviviridae
YFV_M_protein_precursor_step4_consensus,YFV,M protein precursor,YFV_M_protein_precursor_step4_consensus,164,-0.35,82.62,60.25,Unstable,18640.16,0.09,8.99,4.87,Non_surface, Mosquito,Acute,Flaviviridae
YFV_matrix_protein_M_step4_consensus,YFV,matrix protein M,YFV_matrix_protein_M_step4_consensus,75,0.02,102.8,39.36,Stable,8448.81,0.08,10.15,3.98,Non_surface, Mosquito,Acute,Flaviviridae
YFV_non-structural_protein_NS1_step4_consensus,YFV,non-structural protein NS1,YFV_non-structural_protein_NS1_step4_consensus,352,-0.51,61.11,46.2,Unstable,39556.06,0.11,5.91,-6.34,Non_surface, Mosquito,Acute,Flaviviridae
YFV_non-structural_protein_NS2a_step4_consensus,YFV,non-structural protein NS2a,YFV_non-structural_protein_NS2a_step4_consensus,224,0.85,129.29,34.88,Stable,24121.12,0.06,10.03,9.09,Non_surface, Mosquito,Acute,Flaviviridae
YFV_non-structural_protein_NS2b_step4_consensus,YFV,non-structural protein NS2b,YFV_non-structural_protein_NS2b_step4_consensus,130,0.53,120,30.95,Stable,13816.91,0.07,4.72,-7.33,Non_surface, Mosquito,Acute,Flaviviridae
YFV_non-structural_protein_NS3_step4_consensus,YFV,non-structural protein NS3,YFV_non-structural_protein_NS3_step4_consensus,623,-0.35,80.63,38.57,Stable,68974.78,0.08,6.93,-0.29,Non_surface, Mosquito,Acute,Flaviviridae
YFV_non-structural_protein_NS4a_step4_consensus,YFV,non-structural protein NS4a,YFV_non-structural_protein_NS4a_step4_consensus,126,0.73,102.86,38.98,Stable,13571.23,0.08,6.1,-1.06,Non_surface, Mosquito,Acute,Flaviviridae
YFV_non-structural_protein_NS4b_step4_consensus,YFV,non-structural protein NS4b,YFV_non-structural_protein_NS4b_step4_consensus,250,0.36,105.72,33.03,Stable,27314.14,0.09,9.08,5.09,Non_surface, Mosquito,Acute,Flaviviridae
YFV_RNA-dependent_RNA_polymerase_step4_consensus,YFV,RNA-dependent RNA polymerase,YFV_RNA-dependent_RNA_polymerase_step4_consensus,905,-0.53,77.31,37.43,Stable,103854.5,0.09,8.82,15.11,Non_surface, Mosquito,Acute,Flaviviridae
zika_anchored_capsid_protein_C_step5_consensus,zika,anchored capsid protein C,zika_anchored_capsid_protein_C_step5_consensus,122,0.12,109.59,31.13,Stable,13320.18,0.05,11.95,21.58,Non_surface, Mosquito,Acute,Flaviviridae
zika_capsid_protein_C_step5_consensus,zika,capsid protein C,zika_capsid_protein_C_step5_consensus,104,-0.09,105.1,40.76,Unstable,11648.23,0.06,12,22.58,Non_surface, Mosquito,Acute,Flaviviridae
zika_envelope_protein_E_step5_consensus,zika,envelope protein E,zika_envelope_protein_E_step5_consensus,504,-0.08,81.45,22.77,Stable,54379.62,0.07,6.51,-2.82,Surface, Mosquito,Acute,Flaviviridae
zika_membrane_glycoprotein_M_step5_consensus,zika,membrane glycoprotein M,zika_membrane_glycoprotein_M_step5_consensus,75,0.19,110.67,42.39,Unstable,8486.8,0.11,10.27,4.97,Non_surface, Mosquito,Acute,Flaviviridae
zika_membrane_glycoprotein_precursor_M_step5_consensus,zika,membrane glycoprotein precursor M,zika_membrane_glycoprotein_precursor_M_step5_consensus,168,-0.23,77.86,51.46,Unstable,19095.67,0.1,7.81,1.19,Non_surface, Mosquito,Acute,Flaviviridae
zika_nonstructural_protein_NS1_step5_consensus,zika,nonstructural protein NS1,zika_nonstructural_protein_NS1_step5_consensus,352,-0.56,68.61,41.78,Unstable,40097.03,0.09,6.5,-2.23,Non_surface, Mosquito,Acute,Flaviviridae
zika_nonstructural_protein_NS2A_step4_consensus,zika,nonstructural protein NS2A,zika_nonstructural_protein_NS2A_step4_consensus,226,0.88,132.57,25.1,Stable,23984.84,0.05,10.34,10.01,Non_surface, Mosquito,Acute,Flaviviridae
zika_nonstructural_protein_NS2A_step5_consensus,zika,nonstructural protein NS2A,zika_nonstructural_protein_NS2A_step5_consensus,226,0.88,132.57,25.1,Stable,23984.84,0.05,10.34,10.01,Non_surface, Mosquito,Acute,Flaviviridae
zika_nonstructural_protein_NS2B_step5_consensus,zika,nonstructural protein NS2B,zika_nonstructural_protein_NS2B_step5_consensus,130,0.38,102.77,25.41,Stable,13792.88,0.08,4.41,-7.54,Non_surface, Mosquito,Acute,Flaviviridae
zika_nonstructural_protein_NS3_step5_consensus,zika,nonstructural protein NS3,zika_nonstructural_protein_NS3_step5_consensus,617,-0.35,79.17,40.64,Unstable,68552.42,0.08,7.6,1.7,Non_surface, Mosquito,Acute,Flaviviridae
zika_nonstructural_protein_NS4A_step5_consensus,zika,nonstructural protein NS4A,zika_nonstructural_protein_NS4A_step5_consensus,127,0.68,119.84,37.25,Stable,13730.33,0.07,5.82,-1.14,Non_surface, Mosquito,Acute,Flaviviridae
zika_nonstructural_protein_NS4B_step5_consensus,zika,nonstructural protein NS4B,zika_nonstructural_protein_NS4B_step5_consensus,245,-0.44,65.39,45.48,Unstable,26964.75,0.1,6.47,-2.86,Non_surface, Mosquito,Acute,Flaviviridae
zika_protein_2K_step5_consensus,zika,protein 2K,zika_protein_2K_step5_consensus,23,1.27,156.96,43.81,Unstable,2368.85,0,4.05,-1.54,Non_surface, Mosquito,Acute,Flaviviridae
zika_protein_pr_step5_consensus,zika,protein pr,zika_protein_pr_step5_consensus,93,-0.57,51.4,58.67,Unstable,10626.88,0.1,5.21,-3.99,Non_surface, Mosquito,Acute,Flaviviridae
zika_RNA-dependent_RNA_polymerase_NS5_step5_consensus,zika,RNA-dependent RNA polymerase NS5,zika_RNA-dependent_RNA_polymerase_NS5_step5_consensus,903,-0.53,74.77,40.46,Unstable,102902.14,0.09,8.74,12.6,Non_surface, Mosquito,Acute,Flaviviridae
